timestamp,date,symbol,spot,market_structure,directional_bias,trade_class,trade_status,confidence,entry_trigger,actual_entry_time,actual_entry_price,invalidation,target_zone,exit_time,exit_price,outcome,return_pct,max_favorable_excursion,max_adverse_excursion,time_to_trigger,time_to_outcome,data_state,reason
2026-08-04 05:10:00,2026-08-04,NIFTY,24582.0,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 05:15:00,2026-08-04,NIFTY,24583.5,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 05:20:00,2026-08-04,NIFTY,24581.80078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24604.6 or above 24606.2 with VIX spike,ATR-based range: ±11.28,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 05:25:00,2026-08-04,NIFTY,24575.400390625,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24600.4 or above 24606.2 with VIX spike,ATR-based range: ±12.30,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 05:30:00,2026-08-04,NIFTY,24589.19921875,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24595.6 or above 24606.2 with VIX spike,ATR-based range: ±14.18,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 05:35:00,2026-08-04,NIFTY,24587.900390625,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24593.55 or above 24606.2 with VIX spike,ATR-based range: ±14.88,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 05:40:00,2026-08-04,NIFTY,24590.900390625,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24593.55 or above 24606.2 with VIX spike,ATR-based range: ±15.30,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 05:45:00,2026-08-04,NIFTY,24593.349609375,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24593.55 or above 24618.15 with VIX spike,ATR-based range: ±16.17,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 05:50:00,2026-08-04,NIFTY,24585.900390625,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24593.55 or above 24618.15 with VIX spike,ATR-based range: ±16.17,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 05:55:00,2026-08-04,NIFTY,24577.05078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24593.55 or above 24598.1 with VIX spike,ATR-based range: ±14.88,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:00:00,2026-08-04,NIFTY,24568.80078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24588.7 or above 24593.7 with VIX spike,ATR-based range: ±4.85,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:05:00,2026-08-04,NIFTY,24571.05078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24588.7 or above 24592.05 with VIX spike,ATR-based range: ±3.98,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:10:00,2026-08-04,NIFTY,24555.44921875,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24585.75 or above 24588.55 with VIX spike,ATR-based range: ±2.58,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:15:00,2026-08-04,NIFTY,24532.80078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24581.0 or above 24585.25 with VIX spike,ATR-based range: ±3.08,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:20:00,2026-08-04,NIFTY,24532.75,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24578.7 or above 24579.55 with VIX spike,ATR-based range: ±4.70,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:25:00,2026-08-04,NIFTY,24524.150390625,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24569.05 or above 24579.55 with VIX spike,ATR-based range: ±12.70,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:30:00,2026-08-04,NIFTY,24521.900390625,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24569.05 or above 24571.85 with VIX spike,ATR-based range: ±9.70,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:35:00,2026-08-04,NIFTY,24506.349609375,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24560.15 or above 24571.85 with VIX spike,ATR-based range: ±24.45,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:40:00,2026-08-04,NIFTY,24511.30078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24560.15 or above 24571.85 with VIX spike,ATR-based range: ±24.45,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:45:00,2026-08-04,NIFTY,24519.75,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24553.9 or above 24571.85 with VIX spike,ATR-based range: ±24.95,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:50:00,2026-08-04,NIFTY,24519.349609375,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24553.9 or above 24557.5 with VIX spike,ATR-based range: ±21.45,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 06:55:00,2026-08-04,NIFTY,24515.69921875,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24530.65 or above 24557.5 with VIX spike,ATR-based range: ±25.25,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:00:00,2026-08-04,NIFTY,24507.55078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24530.65 or above 24557.5 with VIX spike,ATR-based range: ±25.25,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:05:00,2026-08-04,NIFTY,24503.25,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24530.65 or above 24557.5 with VIX spike,ATR-based range: ±25.25,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:10:00,2026-08-04,NIFTY,24493.349609375,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24530.65 or above 24557.5 with VIX spike,ATR-based range: ±25.25,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:15:00,2026-08-04,NIFTY,24503.30078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24530.65 or above 24540.4 with VIX spike,ATR-based range: ±24.90,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:20:00,2026-08-04,NIFTY,24500.05078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24530.65 or above 24535.8 with VIX spike,ATR-based range: ±17.73,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:25:00,2026-08-04,NIFTY,24491.75,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24522.05 or above 24529.1 with VIX spike,ATR-based range: ±14.23,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:30:00,2026-08-04,NIFTY,24493.650390625,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24522.05 or above 24523.6 with VIX spike,ATR-based range: ±6.20,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:35:00,2026-08-04,NIFTY,24483.69921875,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24513.6 or above 24519.65 with VIX spike,ATR-based range: ±8.45,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:40:00,2026-08-04,NIFTY,24479.599609375,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24511.95 or above 24519.65 with VIX spike,ATR-based range: ±9.02,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:45:00,2026-08-04,NIFTY,24482.05078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24506.7 or above 24509.1 with VIX spike,ATR-based range: ±3.05,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:50:00,2026-08-04,NIFTY,24491.80078125,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24505.55 or above 24506.15,Range: 24505.55 – 24506.15,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 07:55:00,2026-08-04,NIFTY,24471.19921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24499.1 or above 24506.15,Range: 24499.1 – 24506.15,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:00:00,2026-08-04,NIFTY,24463.69921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24499.1 or above 24500.65,Range: 24499.1 – 24500.65,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:05:00,2026-08-04,NIFTY,24468.19921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24493.95 or above 24500.65,Range: 24493.95 – 24500.65,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:10:00,2026-08-04,NIFTY,24453.80078125,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24491.6 or above 24493.45,Range: 24491.6 – 24493.45,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:15:00,2026-08-04,NIFTY,24465.44921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24489.35 or above 24492.75,Range: 24489.35 – 24492.75,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:20:00,2026-08-04,NIFTY,24446.69921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24483.25 or above 24487.95,Range: 24483.25 – 24487.95,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:25:00,2026-08-04,NIFTY,24448.900390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24483.25 or above 24487.95,Range: 24483.25 – 24487.95,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:30:00,2026-08-04,NIFTY,24445.400390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24477.35 or above 24487.95,Range: 24477.35 – 24487.95,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:35:00,2026-08-04,NIFTY,24450.19921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24475.15 or above 24487.95,Range: 24475.15 – 24487.95,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:40:00,2026-08-04,NIFTY,24462.349609375,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24474.1 or above 24487.95,Range: 24474.1 – 24487.95,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:45:00,2026-08-04,NIFTY,24486.0,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below 24469.35 or above 24487.35,Range: 24469.35 – 24487.35,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:50:00,2026-08-04,NIFTY,24473.400390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24469.35 or above 24474.0,Range: 24469.35 – 24474.0,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 08:55:00,2026-08-04,NIFTY,24470.5,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24469.35 or above 24474.0,Range: 24469.35 – 24474.0,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:00:00,2026-08-04,NIFTY,24463.150390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24469.35 or above 24470.85,Range: 24469.35 – 24470.85,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:05:00,2026-08-04,NIFTY,24463.30078125,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24463.8 or above 24468.45,Range: 24463.8 – 24468.45,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:10:00,2026-08-04,NIFTY,24456.650390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24463.8 or above 24467.45,Range: 24463.8 – 24467.45,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:15:00,2026-08-04,NIFTY,24469.19921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24463.8 or above 24467.45,Range: 24463.8 – 24467.45,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:20:00,2026-08-04,NIFTY,24474.80078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below 24463.8 or above 24467.45 with VIX spike,ATR-based range: ±4.00,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:25:00,2026-08-04,NIFTY,24465.849609375,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24463.8 or above 24467.45,Range: 24463.8 – 24467.45,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:30:00,2026-08-04,NIFTY,24450.349609375,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24461.1 or above 24463.3,Range: 24461.1 – 24463.3,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:35:00,2026-08-04,NIFTY,24452.30078125,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24461.1 or above 24463.3,Range: 24461.1 – 24463.3,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:40:00,2026-08-04,NIFTY,24462.94921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24461.1 or above 24463.3,Range: 24461.1 – 24463.3,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:45:00,2026-08-04,NIFTY,24463.44921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24461.1 or above 24463.3,Range: 24461.1 – 24463.3,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:50:00,2026-08-04,NIFTY,24463.44921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24461.1 or above 24463.3,Range: 24461.1 – 24463.3,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-04 09:55:00,2026-08-04,NIFTY,24614.900390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,30,No valid setup — conditions not satisfied,,,Breakout below 24465.9 or above 24471.5,Range: 24465.9 – 24471.5,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 03:45:00,2026-08-05,NIFTY,24635.19921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 03:50:00,2026-08-05,NIFTY,24625.30078125,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 03:55:00,2026-08-05,NIFTY,24621.44921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:00:00,2026-08-05,NIFTY,24611.05078125,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:05:00,2026-08-05,NIFTY,24622.05078125,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:10:00,2026-08-05,NIFTY,24627.94921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:15:00,2026-08-05,NIFTY,24628.349609375,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:20:00,2026-08-05,NIFTY,24591.19921875,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:25:00,2026-08-05,NIFTY,24594.05078125,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:30:00,2026-08-05,NIFTY,24612.0,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:35:00,2026-08-05,NIFTY,24605.900390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:40:00,2026-08-05,NIFTY,24620.900390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:45:00,2026-08-05,NIFTY,24611.80078125,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:50:00,2026-08-05,NIFTY,24615.900390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 04:55:00,2026-08-05,NIFTY,24582.400390625,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below — or above — with VIX spike,ATR-based range: ±0.00,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 05:00:00,2026-08-05,NIFTY,24580.05078125,VOLATILE_EXPANSION,MIXED,NO_TRADE,NO_TRADE,40,No valid setup — conditions not satisfied,,,Close below — or above — with VIX spike,ATR-based range: ±0.00,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 05:05:00,2026-08-05,NIFTY,24581.650390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
2026-08-05 05:10:00,2026-08-05,NIFTY,24594.400390625,SIDEWAYS,NEUTRAL,NO_TRADE,NO_TRADE,50,No valid setup — conditions not satisfied,,,Breakout below — or above —,Range: — – —,,,NO_TRADE,,0.0,0.0,,,LIVE,No trade warranted
