instrument,session_date,strategy,direction,signal_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,risk_points,reward_points,gross_pnl,points,lot_size,costs,slippage,net_pnl,result,gap_direction,cpr_classification,ladder,virgin_cpr,all_qualifying_strategies,selection_reason,exit_reason
INDIA_VIX,2026-08-21,PIVOT_BOUNCE,LONG,2026-08-21 09:15:00+05:30,2026-08-21 09:15:00+05:30,2026-08-21 09:20:00+05:30,9.664099771118163,-1.4966997711181644,10.4933,10.4933,11.1608,22.3216,41.46,0.83,50,0.0,0.0,41.46,WIN,NEUTRAL,WIDE,DESCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,TARGET
INDIA_VIX,2026-08-25,PIVOT_BOUNCE,LONG,2026-08-25 09:15:00+05:30,2026-08-25 09:15:00+05:30,2026-08-25 09:25:00+05:30,10.623399771118166,-0.24579999999999913,11.1917,11.1917,10.8692,21.7384,28.42,0.57,50,0.0,0.0,28.42,WIN,NEUTRAL,WIDE,ASCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,TARGET
INDIA_VIX,2026-08-27,PIVOT_BOUNCE,SHORT,2026-08-27 10:00:00+05:30,2026-08-27 10:00:00+05:30,2026-08-27 15:15:00+05:30,10.993399885559082,21.50669969482422,10.5617,10.982500076293945,10.5133,21.0266,0.54,0.01,50,0.0,0.0,0.54,WIN,NEUTRAL,WIDE,DESCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,SESSION_CLOSE
INDIA_VIX,2026-08-28,PIVOT_BOUNCE,LONG,2026-08-28 09:15:00+05:30,2026-08-28 09:15:00+05:30,2026-08-28 09:20:00+05:30,10.561600267028808,-0.00420019073486344,10.9208,10.9208,10.5658,21.1316,17.96,0.36,50,0.0,0.0,17.96,WIN,NEUTRAL,WIDE,ASCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,TARGET
INDIA_VIX,2026-08-31,PIVOT_BOUNCE,SHORT,2026-08-31 09:15:00+05:30,2026-08-31 09:15:00+05:30,2026-08-31 15:15:00+05:30,10.97409973297119,21.363299656677246,10.7533,11.28499984741211,10.3892,20.7784,-15.55,-0.31,50,0.0,0.0,-15.55,LOSS,NEUTRAL,WIDE,DESCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,SESSION_CLOSE
INDIA_VIX,2026-09-01,PIVOT_BOUNCE,SHORT,2026-09-01 09:15:00+05:30,2026-09-01 09:15:00+05:30,2026-09-01 09:30:00+05:30,11.426599694824219,21.81329927520752,11.0533,11.0533,10.3867,20.7734,18.66,0.37,50,0.0,0.0,18.66,WIN,NEUTRAL,NARROW,ASCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,AMBIGUOUS
INDIA_VIX,2026-09-04,PIVOT_BOUNCE,LONG,2026-09-04 09:15:00+05:30,2026-09-04 09:15:00+05:30,2026-09-04 15:15:00+05:30,10.88590026702881,0.3967002670288089,11.2392,10.742500305175781,10.4892,20.9784,-7.17,-0.14,50,0.0,0.0,-7.17,LOSS,NEUTRAL,WIDE,DESCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,SESSION_CLOSE
INDIA_VIX,2026-09-07,PIVOT_BOUNCE,LONG,2026-09-07 09:15:00+05:30,2026-09-07 09:15:00+05:30,2026-09-07 09:20:00+05:30,10.350900381469728,0.0842007247924812,10.8442,10.8442,10.2667,20.5334,24.66,0.49,50,0.0,0.0,24.66,WIN,NEUTRAL,WIDE,DESCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,TARGET
INDIA_VIX,2026-09-08,PIVOT_BOUNCE,LONG,2026-09-08 09:15:00+05:30,2026-09-08 09:15:00+05:30,2026-09-08 09:20:00+05:30,10.489100152587891,-0.1542002288818356,10.9183,10.9183,10.6433,21.2866,21.46,0.43,50,0.0,0.0,21.46,WIN,NEUTRAL,WIDE,ASCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,TARGET
INDIA_VIX,2026-09-09,PIVOT_BOUNCE,SHORT,2026-09-09 09:15:00+05:30,2026-09-09 09:15:00+05:30,2026-09-09 15:15:00+05:30,11.545000190734864,21.942500648498537,10.9975,11.869999885559082,10.3975,20.795,-16.25,-0.32,50,0.0,0.0,-16.25,LOSS,NEUTRAL,WIDE,ASCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,SESSION_CLOSE
INDIA_VIX,2026-09-11,PIVOT_BOUNCE,SHORT,2026-09-11 09:15:00+05:30,2026-09-11 09:15:00+05:30,2026-09-11 15:15:00+05:30,11.955899847412109,22.174199885559084,11.7417,12.279999732971191,10.2183,20.4366,-16.2,-0.32,50,0.0,0.0,-16.2,LOSS,NEUTRAL,NARROW,ASCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,SESSION_CLOSE
INDIA_VIX,2026-09-15,PIVOT_BOUNCE,SHORT,2026-09-15 11:05:00+05:30,2026-09-15 11:05:00+05:30,2026-09-15 15:15:00+05:30,12.864099961853029,23.48579954223633,11.9433,13.359999656677246,10.6217,21.2434,-24.79,-0.5,50,0.0,0.0,-24.79,LOSS,NEUTRAL,WIDE,ASCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,SESSION_CLOSE
INDIA_VIX,2026-09-17,PIVOT_BOUNCE,LONG,2026-09-17 09:15:00+05:30,2026-09-17 09:15:00+05:30,2026-09-17 15:15:00+05:30,12.809099542236329,2.4782993133544924,13.1958,12.34000015258789,10.3308,20.6616,-23.45,-0.47,50,0.0,0.0,-23.45,LOSS,NEUTRAL,WIDE,NEUTRAL,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,SESSION_CLOSE
INDIA_VIX,2026-09-18,PIVOT_BOUNCE,LONG,2026-09-18 10:00:00+05:30,2026-09-18 10:00:00+05:30,2026-09-18 15:15:00+05:30,11.959100457763672,1.6258,12.5633,11.385000228881836,10.3333,20.6666,-28.71,-0.57,50,0.0,0.0,-28.71,LOSS,NEUTRAL,WIDE,DESCENDING,True,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,SESSION_CLOSE
INDIA_VIX,2026-09-22,PIVOT_BOUNCE,LONG,2026-09-22 09:15:00+05:30,2026-09-22 09:15:00+05:30,2026-09-22 14:00:00+05:30,10.993400190734864,0.7642004959106448,11.4092,11.4092,10.2292,20.4584,20.79,0.42,50,0.0,0.0,20.79,WIN,NEUTRAL,WIDE,DESCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,TARGET
INDIA_VIX,2026-09-23,PIVOT_BOUNCE,LONG,2026-09-23 09:55:00+05:30,2026-09-23 09:55:00+05:30,2026-09-23 15:15:00+05:30,10.592499618530272,0.2074999237060542,11.0025,10.319999694824219,10.385,20.77,-13.62,-0.27,50,0.0,0.0,-13.62,LOSS,NEUTRAL,NORMAL,DESCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,SESSION_CLOSE
INDIA_VIX,2026-09-24,PIVOT_BOUNCE,SHORT,2026-09-24 09:15:00+05:30,2026-09-24 09:15:00+05:30,2026-09-24 15:15:00+05:30,10.87339973297119,21.36919927520752,10.5467,12.697500228881836,10.4958,20.9916,-91.21,-1.82,50,0.0,0.0,-91.21,LOSS,NEUTRAL,WIDE,DESCENDING,False,['PIVOT_BOUNCE'],PRIORITY:PIVOT_BOUNCE among PIVOT_BOUNCE,SESSION_CLOSE
