path,public_url,title,h1,canonical_url,http_status,sitemap_present,robots_indexable,internal_link_count,inbound_link_count,api_dependencies,page_category,purpose,duplicate_of,proposed_action,reason
learn/option-chain.html,/learn/option-chain.html,How to Read an Option Chain - TradingAI,TradingAI,https://tradingai.in/learn/option-chain.html,200,yes,yes,8,0,none,Trading Terminal,How to Read an Option Chain - TradingAI,,KEEP,Core trading terminal page
learn/option-greeks.html,/learn/option-greeks.html,Option Greeks in Plain English - TradingAI,TradingAI,https://tradingai.in/learn/option-greeks.html,200,yes,yes,8,0,none,Trading Terminal,Option Greeks in Plain English - TradingAI,,KEEP,Core trading terminal page
learn/pcr.html,/learn/pcr.html,PCR Explained: Put-Call Ratio - TradingAI,TradingAI,https://tradingai.in/learn/pcr.html,200,yes,yes,8,0,none,Trading Terminal,PCR Explained: Put-Call Ratio - TradingAI,,KEEP,Core trading terminal page
learn/vwap.html,/learn/vwap.html,VWAP Explained for Intraday Trading - TradingAI,TradingAI,https://tradingai.in/learn/vwap.html,200,yes,yes,8,0,none,Trading Terminal,VWAP Explained for Intraday Trading - TradingAI,,KEEP,Core trading terminal page
market.html,/market.html,Market Overview - TradingAI,TradingAI,https://tradingai.in/market.html,200,yes,yes,18,0,none,Trading Terminal,Market Overview - TradingAI,,KEEP,Core trading terminal page
market/nifty-close-2026-09-13.html,/market/nifty-close-2026-09-13.html,NIFTY Market Analysis — 13 September 2026,TradingAI,https://tradingai.in/market/nifty-close-2026-09-13.html,200,yes,yes,0,0,none,Report,NIFTY Market Analysis — 13 September 2026,,ARCHIVE,Daily generated market report
market/nifty-close-2026-09-15.html,/market/nifty-close-2026-09-15.html,NIFTY Market Analysis — 15 September 2026,TradingAI,https://tradingai.in/market/nifty-close-2026-09-15.html,200,yes,yes,0,0,none,Report,NIFTY Market Analysis — 15 September 2026,,ARCHIVE,Daily generated market report
market/nifty-close-2026-09-16.html,/market/nifty-close-2026-09-16.html,NIFTY Market Analysis — 16 September 2026,TradingAI,https://tradingai.in/market/nifty-close-2026-09-16.html,200,yes,yes,0,0,none,Report,NIFTY Market Analysis — 16 September 2026,,ARCHIVE,Daily generated market report
market/nifty-close-2026-09-17.html,/market/nifty-close-2026-09-17.html,NIFTY Market Analysis — 17 September 2026,TradingAI,https://tradingai.in/market/nifty-close-2026-09-17.html,200,yes,yes,0,0,none,Report,NIFTY Market Analysis — 17 September 2026,,ARCHIVE,Daily generated market report
market/nifty-outlook-2026-09-13.html,/market/nifty-outlook-2026-09-13.html,NIFTY Market Outlook — 13 September 2026,TradingAI,https://tradingai.in/market/nifty-outlook-2026-09-13.html,200,yes,yes,0,0,none,Report,NIFTY Market Outlook — 13 September 2026,,ARCHIVE,Daily generated market report
market/nifty-outlook-2026-09-15.html,/market/nifty-outlook-2026-09-15.html,NIFTY Market Outlook — 15 September 2026,TradingAI,https://tradingai.in/market/nifty-outlook-2026-09-15.html,200,yes,yes,0,0,none,Report,NIFTY Market Outlook — 15 September 2026,,ARCHIVE,Daily generated market report
market/nifty-outlook-2026-09-16.html,/market/nifty-outlook-2026-09-16.html,NIFTY Market Outlook — 16 September 2026,TradingAI,https://tradingai.in/market/nifty-outlook-2026-09-16.html,200,yes,yes,0,0,none,Report,NIFTY Market Outlook — 16 September 2026,,ARCHIVE,Daily generated market report
market/nifty-outlook-2026-09-17.html,/market/nifty-outlook-2026-09-17.html,NIFTY Market Outlook — 17 September 2026,TradingAI,https://tradingai.in/market/nifty-outlook-2026-09-17.html,200,yes,yes,0,0,none,Report,NIFTY Market Outlook — 17 September 2026,,ARCHIVE,Daily generated market report
market/outlook-banknifty-2026-09-15.html,/market/outlook-banknifty-2026-09-15.html,AI BANKNIFTY Market Outlook — 15 September 2026,TradingAI,https://tradingai.in/market/outlook-banknifty-2026-09-15.html,200,yes,yes,5,0,none,Report,AI BANKNIFTY Market Outlook — 15 September 2026,,ARCHIVE,Daily generated market report
market/outlook-banknifty-2026-09-16.html,/market/outlook-banknifty-2026-09-16.html,AI BANKNIFTY Market Outlook — 16 September 2026,TradingAI,https://tradingai.in/market/outlook-banknifty-2026-09-16.html,200,yes,yes,5,0,none,Report,AI BANKNIFTY Market Outlook — 16 September 2026,,ARCHIVE,Daily generated market report
market/outlook-banknifty-2026-09-17.html,/market/outlook-banknifty-2026-09-17.html,AI BANKNIFTY Market Outlook — 17 September 2026,TradingAI,https://tradingai.in/market/outlook-banknifty-2026-09-17.html,200,yes,yes,5,0,none,Report,AI BANKNIFTY Market Outlook — 17 September 2026,,ARCHIVE,Daily generated market report
market/outlook-finnifty-2026-09-15.html,/market/outlook-finnifty-2026-09-15.html,AI FINNIFTY Market Outlook — 15 September 2026,TradingAI,https://tradingai.in/market/outlook-finnifty-2026-09-15.html,200,yes,yes,5,0,none,Report,AI FINNIFTY Market Outlook — 15 September 2026,,ARCHIVE,Daily generated market report
market/outlook-finnifty-2026-09-16.html,/market/outlook-finnifty-2026-09-16.html,AI FINNIFTY Market Outlook — 16 September 2026,TradingAI,https://tradingai.in/market/outlook-finnifty-2026-09-16.html,200,yes,yes,5,0,none,Report,AI FINNIFTY Market Outlook — 16 September 2026,,ARCHIVE,Daily generated market report
market/outlook-finnifty-2026-09-17.html,/market/outlook-finnifty-2026-09-17.html,AI FINNIFTY Market Outlook — 17 September 2026,TradingAI,https://tradingai.in/market/outlook-finnifty-2026-09-17.html,200,yes,yes,5,0,none,Report,AI FINNIFTY Market Outlook — 17 September 2026,,ARCHIVE,Daily generated market report
market/outlook-nifty-2026-09-13.html,/market/outlook-nifty-2026-09-13.html,AI NIFTY Market Outlook — 13 September 2026,TradingAI,https://tradingai.in/market/outlook-nifty-2026-09-13.html,200,yes,yes,5,0,none,Report,AI NIFTY Market Outlook — 13 September 2026,,ARCHIVE,Daily generated market report
market/outlook-nifty-2026-09-15.html,/market/outlook-nifty-2026-09-15.html,AI NIFTY Market Outlook — 15 September 2026,TradingAI,https://tradingai.in/market/outlook-nifty-2026-09-15.html,200,yes,yes,5,0,none,Report,AI NIFTY Market Outlook — 15 September 2026,,ARCHIVE,Daily generated market report
market/outlook-nifty-2026-09-16.html,/market/outlook-nifty-2026-09-16.html,AI NIFTY Market Outlook — 16 September 2026,TradingAI,https://tradingai.in/market/outlook-nifty-2026-09-16.html,200,yes,yes,5,0,none,Report,AI NIFTY Market Outlook — 16 September 2026,,ARCHIVE,Daily generated market report
market/outlook-nifty-2026-09-17.html,/market/outlook-nifty-2026-09-17.html,AI NIFTY Market Outlook — 17 September 2026,TradingAI,https://tradingai.in/market/outlook-nifty-2026-09-17.html,200,yes,yes,5,0,none,Report,AI NIFTY Market Outlook — 17 September 2026,,ARCHIVE,Daily generated market report
market/outlook-sensex-2026-09-15.html,/market/outlook-sensex-2026-09-15.html,AI SENSEX Market Outlook — 15 September 2026,TradingAI,https://tradingai.in/market/outlook-sensex-2026-09-15.html,200,yes,yes,5,0,none,Report,AI SENSEX Market Outlook — 15 September 2026,,ARCHIVE,Daily generated market report
market/outlook-sensex-2026-09-16.html,/market/outlook-sensex-2026-09-16.html,AI SENSEX Market Outlook — 16 September 2026,TradingAI,https://tradingai.in/market/outlook-sensex-2026-09-16.html,200,yes,yes,5,0,none,Report,AI SENSEX Market Outlook — 16 September 2026,,ARCHIVE,Daily generated market report
market/outlook-sensex-2026-09-17.html,/market/outlook-sensex-2026-09-17.html,AI SENSEX Market Outlook — 17 September 2026,TradingAI,https://tradingai.in/market/outlook-sensex-2026-09-17.html,200,yes,yes,5,0,none,Report,AI SENSEX Market Outlook — 17 September 2026,,ARCHIVE,Daily generated market report
mutual-funds/index.html,/mutual-funds/index.html,Best Mutual Funds in India - Ranked by Returns - TradingAI,TradingAI,https://tradingai.in/mutual-funds/,200,yes,yes,8,0,none,Obsolete/Other,Best Mutual Funds in India - Ranked by Returns - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
news/index.html,/news/index.html,Stock Market News Today - TradingAI,TradingAI,https://tradingai.in/news/,200,yes,yes,8,0,none,Obsolete/Other,Stock Market News Today - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
options-mobile.html,/options-mobile.html,Options Intelligence - TradingAI,TradingAI,https://tradingai.in/options.html,200,yes,yes,8,0,none,Obsolete/Other,Options Intelligence - TradingAI,/options/pcr.html,REDIRECT,Redirect to /options/pcr.html
options/pcr.html,/options/pcr.html,Options PCR & Max Pain - NIFTY BANKNIFTY - TradingAI,TradingAI,https://tradingai.in/options/pcr.html,200,yes,yes,8,0,none,Trading Terminal,Options PCR & Max Pain - NIFTY BANKNIFTY - TradingAI,,KEEP,Core trading terminal page
portfolio.html,/portfolio.html,Portfolio Tracker — TradingAI,TradingAI,https://tradingai.in/portfolio.html,200,yes,yes,15,0,none,Obsolete/Other,Portfolio Tracker — TradingAI,,REMOVE,Unrelated to intraday index-options trading product
privacy.html,/privacy.html,Privacy Policy - TradingAI,TradingAI,https://tradingai.in/privacy.html,200,yes,yes,11,0,none,Trading Terminal,Privacy Policy - TradingAI,,KEEP,Core trading terminal page
queries/index.html,/queries/index.html,Stock Queries Library - TradingAI,TradingAI,https://tradingai.in/queries/,200,yes,yes,13,0,none,Obsolete/Other,Stock Queries Library - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
scanner.html,/scanner.html,Scanner - TradingAI,TradingAI,https://tradingai.in/scanner.html,200,yes,yes,15,0,none,Obsolete/Other,Scanner - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
sectors/top.html,/sectors/top.html,Sector Performance Today - TradingAI,TradingAI,https://tradingai.in/sectors/top.html,200,yes,yes,8,0,none,Obsolete/Other,Sector Performance Today - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
stock-options.html,/stock-options.html,Stock Options - Positional Structures - TradingAI,TradingAI,https://tradingai.in/stock-options.html,200,yes,yes,15,0,none,Obsolete/Other,Stock Options - Positional Structures - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
stock.html,/stock.html,Stock Outlook - TradingAI,TradingAI,https://tradingai.in/stock.html,200,yes,yes,18,0,none,Obsolete/Other,Stock Outlook - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
stocks/52-week.html,/stocks/52-week.html,52-Week High and Low Stocks - TradingAI,TradingAI,https://tradingai.in/stocks/52-week.html,200,yes,yes,8,0,none,Obsolete/Other,52-Week High and Low Stocks - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
stocks/reliance.html,/stocks/reliance.html,RELIANCE - AI Market Outlook - TradingAI,TradingAI,https://tradingai.in/stocks/reliance.html,200,no,yes,9,0,none,Obsolete/Other,RELIANCE - AI Market Outlook - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
stocks/top-large-cap.html,/stocks/top-large-cap.html,Top Large Cap Stocks Today - NSE - TradingAI,TradingAI,https://tradingai.in/stocks/top-large-cap.html,200,yes,yes,14,0,none,Obsolete/Other,Top Large Cap Stocks Today - NSE - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
stocks/top-mid-small.html,/stocks/top-mid-small.html,Top Mid & Small Cap Stocks Today - NSE - TradingAI,TradingAI,https://tradingai.in/stocks/top-mid-small.html,200,yes,yes,14,0,none,Obsolete/Other,Top Mid & Small Cap Stocks Today - NSE - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
stocks/top-performers.html,/stocks/top-performers.html,Top Performing Stocks Today - TradingAI,TradingAI,https://tradingai.in/stocks/top-performers.html,200,yes,yes,8,0,none,Obsolete/Other,Top Performing Stocks Today - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
stocks/undervalued.html,/stocks/undervalued.html,"Undervalued Stocks - High ROE, Low PE - TradingAI",TradingAI,https://tradingai.in/stocks/undervalued.html,200,yes,yes,8,0,none,Obsolete/Other,"Undervalued Stocks - High ROE, Low PE - TradingAI",,REMOVE,Unrelated to intraday index-options trading product
strategies-guide.html,/strategies-guide.html,Options Strategies Guide - TradingAI,TradingAI,https://tradingai.in/strategies-guide.html,200,yes,yes,17,0,none,Obsolete/Other,Options Strategies Guide - TradingAI,,REMOVE,Unrelated to intraday index-options trading product
strategies.html,/strategies.html,Strategy Intelligence - TradingAI,TradingAI,https://tradingai.in/strategies.html,200,yes,yes,18,0,none,Trading Terminal,Strategy Intelligence - TradingAI,,KEEP,Core trading terminal page
strategy-builder.html,/strategy-builder.html,Strategy Builder - TradingAI,TradingAI,https://tradingai.in/strategy-builder.html,200,yes,yes,15,0,none,Trading Terminal,Strategy Builder - TradingAI,,KEEP,Core trading terminal page
terms.html,/terms.html,Terms of Service - TradingAI,TradingAI,https://tradingai.in/terms.html,200,yes,yes,12,0,none,Trading Terminal,Terms of Service - TradingAI,,KEEP,Core trading terminal page
today/index.html,/today/index.html,NIFTY Today — Live Intraday Terminal - TradingAI,TradingAI,https://tradingai.in/today/,200,yes,yes,8,0,none,Trading Terminal,NIFTY Today — Live Intraday Terminal - TradingAI,,KEEP,Core trading terminal page
tools/backtest.html,/tools/backtest.html,Backtest — Deterministic Strategy Performance — TradingAI,TradingAI,https://tradingai.in/tools/backtest.html,200,yes,yes,2,0,none,Trading Terminal,Backtest — Deterministic Strategy Performance — TradingAI,,KEEP,Core trading terminal page
tools/intelligence.html,/tools/intelligence.html,Trading Intelligence — TradingAI,Trading Intelligence,https://tradingai.in/tools/intelligence.html,200,no,yes,0,0,none,Report,Trading Intelligence — TradingAI,,ARCHIVE,"Personal intelligence tool - user-specific, not public"
tools/journal.html,/tools/journal.html,Trade Journal — TradingAI,Trade Journal,https://tradingai.in/tools/journal.html,200,no,yes,0,0,none,Report,Trade Journal — TradingAI,,ARCHIVE,"Trade journal - user-specific, not public"
tools/position-size.html,/tools/position-size.html,Position Size & Expected Move Calculator - TradingAI,TradingAI,https://tradingai.in/tools/position-size.html,200,yes,yes,8,0,none,Trading Terminal,Position Size & Expected Move Calculator - TradingAI,,KEEP,Core trading terminal page
tools/walkforward.html,/tools/walkforward.html,Walk-Forward — OOS Performance — TradingAI,TradingAI,https://tradingai.in/tools/walkforward.html,200,no,yes,2,0,none,Trading Terminal,Walk-Forward — OOS Performance — TradingAI,,KEEP,Walk-forward validation - Phase 8 product feature
trade.html,/trade.html,TradingAI — Intraday Trade Setup,TradingAI,https://tradingai.in/trade.html,200,yes,yes,8,0,none,Trading Terminal,TradingAI — Intraday Trade Setup,,KEEP,Intraday trade setup page - relevant to index-options traders
